model,customer_id,feature,shap_value,feature_value,shap_abs,feature_importance,jitter
LogisticRegression,7,log_Milk,-1.1977288443784895,-2.1051304565750684,1.1977288443784895,0.4417338383535025,0.10650736795087667
LogisticRegression,7,log_Grocery,-1.7983622597897733,-2.02457106110292,1.7983622597897733,0.6590026752781761,0.16685615716186292
LogisticRegression,7,log_Frozen,-0.0737338773218082,0.2624379735593991,0.0737338773218082,0.20447797910987936,0.033483315871859126
LogisticRegression,7,log_Detergents_Paper,-2.303625716587466,-1.7481618428249799,2.303625716587466,1.0837102343622873,-0.17669697029086065
LogisticRegression,7,log_Delicassen,-0.03568099211287171,-0.13838000750029322,0.03568099211287171,0.12095191443228182,0.019773952633355213
LogisticRegression,7,Region_2,-0.08072683455263313,-0.34582202838753073,0.08072683455263313,0.13276562046259496,0.05835425155514212
LogisticRegression,7,Region_3,-0.22520860743897858,-1.5963668427946611,0.22520860743897858,0.13838905732482165,0.12482895703337926
LogisticRegression,8,log_Fresh,-0.0027175782343362457,0.6520675259065191,0.0027175782343362457,0.0026520304743115177,-0.1401585551240276
LogisticRegression,8,log_Milk,0.15630939038022915,0.21176296971959632,0.15630939038022915,0.4417338383535025,0.14588868403668453
LogisticRegression,8,log_Grocery,0.37885187785617475,0.44419525937557747,0.37885187785617475,0.6590026752781761,0.0254361370993684
LogisticRegression,8,log_Frozen,0.37679134392301694,-1.557960244248849,0.37679134392301694,0.20447797910987936,-0.024063845620273833
LogisticRegression,8,log_Detergents_Paper,1.3373489806178855,0.8803521096805182,1.3373489806178855,1.0837102343622873,-0.1958697932667373
LogisticRegression,8,log_Delicassen,-0.3467428985970217,-2.019863900113669,0.3467428985970217,0.12095191443228182,-0.12664983144992137
LogisticRegression,8,Region_2,-0.08072683455263313,-0.34582202838753073,0.08072683455263313,0.13276562046259496,-0.08870232575938948
LogisticRegression,8,Region_3,0.10118067870446866,0.6264224319827152,0.10118067870446866,0.13838905732482165,0.17135215909392337
LogisticRegression,9,log_Fresh,0.0007577167975435713,-0.2820490889665603,0.0007577167975435713,0.0026520304743115177,-0.04605318187890908
LogisticRegression,9,log_Milk,1.2149001014121534,2.023116443030862,1.2149001014121534,0.4417338383535025,0.016557485913500758
LogisticRegression,9,log_Grocery,1.3823005849188417,1.5820164453993353,1.3823005849188417,0.6590026752781761,0.05371731543731062
LogisticRegression,9,log_Frozen,-0.11830964107815382,0.44255139911920094,0.11830964107815382,0.20447797910987936,0.10563015298313427
LogisticRegression,9,log_Detergents_Paper,2.544887203451321,1.7521052337375518,2.544887203451321,1.0837102343622873,-0.13633504541216024
LogisticRegression,9,log_Delicassen,0.05500151936118301,0.41012072860271565,0.05500151936118301,0.12095191443228182,-0.14948016195276115
LogisticRegression,9,Region_2,-0.08072683455263313,-0.34582202838753073,0.08072683455263313,0.13276562046259496,0.06877131162841843
LogisticRegression,9,Region_3,0.10118067870446866,0.6264224319827152,0.10118067870446866,0.13838905732482165,-0.13400531243424135
LogisticRegression,10,log_Fresh,-0.002102623588712818,0.4867752711193014,0.002102623588712818,0.0026520304743115177,0.17786029626035949
LogisticRegression,10,log_Milk,0.0124894350855065,-0.03432720738069245,0.0124894350855065,0.4417338383535025,-0.047072620666164744
LogisticRegression,10,log_Grocery,-0.09979671917904258,-0.09854948735038206,0.09979671917904258,0.6590026752781761,0.09529695254923232
LogisticRegression,10,log_Frozen,0.14765542994470726,-0.6321106141449935,0.14765542994470726,0.20447797910987936,-0.11124674364739406
LogisticRegression,10,log_Detergents_Paper,-0.008513352842721951,-0.09126077309181481,0.008513352842721951,1.0837102343622873,-0.08391365651526744
LogisticRegression,10,log_Delicassen,-0.0131695343959178,-0.0022175774154829906,0.0131695343959178,0.12095191443228182,0.16730646706459745
LogisticRegression,10,Region_2,-0.08072683455263313,-0.34582202838753073,0.08072683455263313,0.13276562046259496,-0.1277219311325558
LogisticRegression,10,Region_3,-0.22520860743897858,-1.5963668427946611,0.22520860743897858,0.13838905732482165,-0.030912245669402927
LogisticRegression,11,log_Fresh,0.0017311445195292137,-0.543694503282074,0.0017311445195292137,0.0026520304743115177,0.17047735027456928
LogisticRegression,11,log_Milk,-0.12253093502526974,-0.2653604233528205,0.12253093502526974,0.4417338383535025,-0.10762348766001889
LogisticRegression,11,log_Grocery,0.08785142777622575,0.11422674687169242,0.08785142777622575,0.6590026752781761,0.050023308485900086
LogisticRegression,11,log_Frozen,-0.2657965588538491,1.038489006179399,0.2657965588538491,0.20447797910987936,-0.13282115271058842
LogisticRegression,11,log_Detergents_Paper,0.019732405327109813,-0.07086942856929297,0.019732405327109813,1.0837102343622873,-0.1182572921152731
LogisticRegression,11,log_Delicassen,0.05689517986301423,0.42157469213217513,0.05689517986301423,0.12095191443228182,-0.10473912158619836
LogisticRegression,11,Region_2,-0.08072683455263313,-0.34582202838753073,0.08072683455263313,0.13276562046259496,0.16628978866178007
LogisticRegression,11,Region_3,-0.22520860743897858,-1.5963668427946611,0.22520860743897858,0.13838905732482165,-0.158815462391867
LogisticRegression,12,log_Fresh,-0.0027324181935780823,0.6560563246602008,0.0027324181935780823,0.0026520304743115177,0.004566442547778271
LogisticRegression,12,log_Milk,-0.9057715101991634,-1.6055625633248958,0.9057715101991634,0.4417338383535025,-0.12826049168615805
LogisticRegression,12,log_Grocery,-1.0251662012376326,-1.1478358077924093,1.0251662012376326,0.6590026752781761,-0.11524663850714921
LogisticRegression,12,log_Frozen,0.09927532470270284,-0.436625315638119,0.09927532470270284,0.20447797910987936,-0.17903927307169198
LogisticRegression,12,log_Detergents_Paper,-0.44301392150159863,-0.4049379892416683,0.44301392150159863,1.0837102343622873,-0.09957299378708627
LogisticRegression,12,log_Delicassen,-0.1553336566071023,-0.8621091310650856,0.1553336566071023,0.12095191443228182,-0.1857981420340229
LogisticRegression,12,Region_2,-0.08072683455263313,-0.34582202838753073,0.08072683455263313,0.13276562046259496,-0.14686054909796945
LogisticRegression,12,Region_3,0.10118067870446866,0.6264224319827152,0.10118067870446866,0.13838905732482165,-0.06556413563370533
LogisticRegression,13,log_Fresh,0.00012368418806606897,-0.11162891184453022,0.00012368418806606897,0.0026520304743115177,0.06742313261698296
LogisticRegression,13,log_Milk,0.08135462389443267,0.08350794612985325,0.08135462389443267,0.4417338383535025,-0.11531085527440457
LogisticRegression,13,log_Grocery,0.047631831869812,0.06862131831960398,0.047631831869812,0.6590026752781761,-0.11596798287152509
LogisticRegression,13,log_Frozen,0.056737996567557465,-0.2647484202368214,0.056737996567557465,0.20447797910987936,0.13191719003817992
LogisticRegression,13,log_Detergents_Paper,0.7843350329619537,0.48111701517148914,0.7843350329619537,1.0837102343622873,0.10910446134112883
LogisticRegression,13,log_Delicassen,0.03321597683577583,0.27834905711556135,0.03321597683577583,0.12095191443228182,0.05195091163229609
LogisticRegression,13,Region_2,-0.08072683455263313,-0.34582202838753073,0.08072683455263313,0.13276562046259496,-0.05657577523335405
LogisticRegression,13,Region_3,0.10118067870446866,0.6264224319827152,0.10118067870446866,0.13838905732482165,-0.09673329245683489
LogisticRegression,14,log_Fresh,-0.0012909760788300045,0.2686143905474452,0.0012909760788300045,0.0026520304743115177,0.1258801738931825
LogisticRegression,14,log_Milk,0.03376310718918601,0.002074151004099548,0.03376310718918601,0.4417338383535025,0.051995379734780356
LogisticRegression,14,log_Grocery,-0.4404209296788843,-0.4847869107996025,0.4404209296788843,0.6590026752781761,-0.15499982304132207
LogisticRegression,14,log_Frozen,0.018867099724058072,-0.11172676935072648,0.018867099724058072,0.20447797910987936,-0.18116916723521415
LogisticRegression,14,log_Detergents_Paper,0.27665853288332515,0.1146121985244287,0.27665853288332515,1.0837102343622873,-0.18254377575374106
LogisticRegression,14,log_Delicassen,-0.0644667643375575,-0.3124931523380509,0.0644667643375575,0.12095191443228182,-0.08235016645498892
LogisticRegression,14,Region_2,-0.08072683455263313,-0.34582202838753073,0.08072683455263313,0.13276562046259496,0.05909096956085397
LogisticRegression,14,Region_3,0.10118067870446866,0.6264224319827152,0.10118067870446866,0.13838905732482165,-0.07559121741809559
LogisticRegression,15,log_Fresh,0.005877299162337943,-1.6581299408932104,0.005877299162337943,0.0026520304743115177,0.18431793240283306
LogisticRegression,15,log_Milk,-0.6817109063828294,-1.2221726953377616,0.6817109063828294,0.4417338383535025,-0.037357539263978834
LogisticRegression,15,log_Grocery,-0.8267674249846587,-0.9228693204045064,0.8267674249846587,0.6590026752781761,0.18655777749541486
LogisticRegression,15,log_Frozen,0.2376245227720881,-0.9956409305793481,0.2376245227720881,0.20447797910987936,0.12882675006047095
LogisticRegression,15,log_Detergents_Paper,-1.7504091970774605,-1.3487805064469187,1.7504091970774605,1.0837102343622873,-0.09885682806721632
LogisticRegression,15,log_Delicassen,-0.06544135519114068,-0.31838804642402435,0.06544135519114068,0.12095191443228182,0.0446614698538339
LogisticRegression,15,Region_2,0.6531534795622134,2.8916607905595657,0.6531534795622134,0.13276562046259496,-0.1310103223938826
LogisticRegression,15,Region_3,-0.22520860743897858,-1.5963668427946611,0.22520860743897858,0.13838905732482165,0.08086950851869462
LogisticRegression,16,log_Fresh,-1.0288180657463073e-05,-0.07561878481630456,1.0288180657463073e-05,0.0026520304743115177,-0.16288921898009817
LogisticRegression,16,log_Milk,0.7527038399989519,1.2322528970564477,0.7527038399989519,0.4417338383535025,0.08929616542430885
LogisticRegression,16,log_Grocery,1.007836171502851,1.1574072551160652,1.007836171502851,0.6590026752781761,0.12858267834537213
LogisticRegression,16,log_Frozen,0.09566664398813077,-0.42204403221231024,0.09566664398813077,0.20447797910987936,0.06806030974004529
LogisticRegression,16,log_Detergents_Paper,2.2557030746514855,1.5433357199101276,2.2557030746514855,1.0837102343622873,-0.17381292304296722
LogisticRegression,16,log_Delicassen,-0.011394037450929623,0.008521663982273086,0.011394037450929623,0.12095191443228182,-0.11785887870210271
LogisticRegression,16,Region_2,-0.08072683455263313,-0.34582202838753073,0.08072683455263313,0.13276562046259496,-0.1757990376046363
LogisticRegression,16,Region_3,-0.22520860743897858,-1.5963668427946611,0.22520860743897858,0.13838905732482165,0.126740460878004
LogisticRegression,17,log_Fresh,0.004420946123968713,-1.2666801336733222,0.004420946123968713,0.0026520304743115177,-0.1993560117890052
LogisticRegression,17,log_Milk,0.24510074837371804,0.3636937707604906,0.24510074837371804,0.4417338383535025,-0.02822960748977535
LogisticRegression,17,log_Grocery,-0.2792923881119897,-0.30208153983491326,0.2792923881119897,0.6590026752781761,-0.05843097133674591
LogisticRegression,17,log_Frozen,0.08000666081257259,-0.3587680953292967,0.08000666081257259,0.20447797910987936,-0.12442292355906055
LogisticRegression,17,log_Detergents_Paper,-0.5112858820443501,-0.45422528612655677,0.5112858820443501,1.0837102343622873,0.08105023525539673
LogisticRegression,17,log_Delicassen,-0.6001415737872547,-3.552566927523056,0.6001415737872547,0.12095191443228182,0.17421789371791546
LogisticRegression,17,Region_2,-0.08072683455263313,-0.34582202838753073,0.08072683455263313,0.13276562046259496,-0.1624695402568789
LogisticRegression,17,Region_3,-0.22520860743897858,-1.5963668427946611,0.22520860743897858,0.13838905732482165,-0.05728384067758002
LogisticRegression,18,log_Fresh,-0.002100425666849585,0.48618449672121283,0.002100425666849585,0.0026520304743115177,0.036238277678394715
LogisticRegression,18,log_Milk,0.6031192364500761,0.9762988362768859,0.6031192364500761,0.4417338383535025,0.19257215757832075
LogisticRegression,18,log_Grocery,0.37528847982644714,0.4401546843627022,0.37528847982644714,0.6590026752781761,-0.1794084845255681
LogisticRegression,18,log_Frozen,0.3647361353259808,-1.5092498076062226,0.3647361353259808,0.20447797910987936,0.07274790991243302
LogisticRegression,18,log_Detergents_Paper,1.0101563467695456,0.6441432714571971,1.0101563467695456,1.0837102343622873,-0.03857728546368183
LogisticRegression,18,log_Delicassen,0.05481060226493155,0.4089659506182248,0.05481060226493155,0.12095191443228182,0.05862130479601779
LogisticRegression,18,Region_2,-0.08072683455263313,-0.34582202838753073,0.08072683455263313,0.13276562046259496,0.11576908781256112
LogisticRegression,18,Region_3,0.10118067870446866,0.6264224319827152,0.10118067870446866,0.13838905732482165,0.1870558600646391
LogisticRegression,19,log_Fresh,-0.001773342766817071,0.3982686310008927,0.001773342766817071,0.0026520304743115177,0.0014635898750562648
LogisticRegression,19,log_Milk,-0.7495578439983287,-1.3382655202819447,0.7495578439983287,0.4417338383535025,0.055753292753740635
LogisticRegression,19,log_Grocery,-0.36199868657353423,-0.39586309333615516,0.36199868657353423,0.6590026752781761,0.06692276207890946
LogisticRegression,19,log_Frozen,-0.12548659543039994,0.47155069659697796,0.12548659543039994,0.20447797910987936,0.14706440529058906
LogisticRegression,19,log_Detergents_Paper,-0.8293891711166069,-0.6838722908986853,0.8293891711166069,1.0837102343622873,-0.19965781315625636
LogisticRegression,19,log_Delicassen,-0.04554867916292417,-0.19806553586301903,0.04554867916292417,0.12095191443228182,0.19032360139344967
LogisticRegression,19,Region_2,-0.08072683455263313,-0.34582202838753073,0.08072683455263313,0.13276562046259496,-0.18356105294528158
LogisticRegression,19,Region_3,0.10118067870446866,0.6264224319827152,0.10118067870446866,0.13838905732482165,0.1658018465803055
LogisticRegression,20,log_Fresh,0.005025780604016964,-1.4292522122676352,0.005025780604016964,0.0026520304743115177,0.11372649231840481
LogisticRegression,20,log_Milk,0.9599018812842376,1.5867892516967965,0.9599018812842376,0.4417338383535025,-0.14023861240732105
LogisticRegression,20,log_Grocery,-0.8286780019996235,-0.9250357440491394,0.8286780019996235,0.6590026752781761,0.1626143724892964
LogisticRegression,20,log_Frozen,-0.282353186392134,1.1053879362333732,0.282353186392134,0.20447797910987936,-0.07141228004254901
LogisticRegression,20,log_Detergents_Paper,-0.29239118950047355,-0.29619953716361913,0.29239118950047355,1.0837102343622873,-0.15670932272101742
LogisticRegression,20,log_Delicassen,0.19798621973108313,1.2749756177044285,0.19798621973108313,0.12095191443228182,-0.13143845935920218
LogisticRegression,20,Region_2,-0.08072683455263313,-0.34582202838753073,0.08072683455263313,0.13276562046259496,-0.18690073145047903
LogisticRegression,20,Region_3,0.10118067870446866,0.6264224319827152,0.10118067870446866,0.13838905732482165,0.0012249883277181683
LogisticRegression,21,log_Fresh,0.001255952840689761,-0.41596881715140205,0.001255952840689761,0.0026520304743115177,-0.1403759725907343
LogisticRegression,21,log_Milk,-0.051010348551598174,-0.14298162163817285,0.051010348551598174,0.4417338383535025,-0.033161675657955886
LogisticRegression,21,log_Grocery,-0.5258076791118896,-0.5816078562318518,0.5258076791118896,0.6590026752781761,-0.036516961812715076
LogisticRegression,21,log_Frozen,0.07193516043586899,-0.32615428325415624,0.07193516043586899,0.20447797910987936,-0.1363885609197633
LogisticRegression,21,log_Detergents_Paper,-1.2350320847010383,-0.976716418299531,1.2350320847010383,1.0837102343622873,-0.13856159929311274
LogisticRegression,21,log_Delicassen,0.030241088551175452,0.260355197137451,0.030241088551175452,0.12095191443228182,0.032197782883119475
LogisticRegression,21,Region_2,-0.08072683455263313,-0.34582202838753073,0.08072683455263313,0.13276562046259496,-0.1805564354324743
LogisticRegression,21,Region_3,0.10118067870446866,0.6264224319827152,0.10118067870446866,0.13838905732482165,0.02855861089338957
LogisticRegression,22,log_Fresh,-0.0011950734263456244,0.24283693560497902,0.0011950734263456244,0.0026520304743115177,0.09850078866466744
LogisticRegression,22,log_Milk,0.09585541354160268,0.10832023233209383,0.09585541354160268,0.4417338383535025,0.07105951528683885
LogisticRegression,22,log_Grocery,-0.5968252996639877,-0.6621354932465129,0.5968252996639877,0.6590026752781761,-0.04460909105744207
LogisticRegression,22,log_Frozen,0.15571633145558442,-0.6646816003015141,0.15571633145558442,0.20447797910987936,-0.18783342842159378
LogisticRegression,22,log_Detergents_Paper,0.5835534342230416,0.3361675778417891,0.5835534342230416,1.0837102343622873,-0.15406556973780405
LogisticRegression,22,log_Delicassen,0.07119672132492126,0.5080787588121995,0.07119672132492126,0.12095191443228182,-0.12196761781162607
LogisticRegression,22,Region_2,-0.08072683455263313,-0.34582202838753073,0.08072683455263313,0.13276562046259496,-0.08097754806512714
LogisticRegression,22,Region_3,0.10118067870446866,0.6264224319827152,0.10118067870446866,0.13838905732482165,-0.1665328001156616
LogisticRegression,23,log_Fresh,-0.0017079076465311273,0.38068047445745934,0.0017079076465311273,0.0026520304743115177,-0.11775819814899952
LogisticRegression,23,log_Milk,0.470284915498033,0.7490061667645319,0.470284915498033,0.4417338383535025,-0.03989479747716368
LogisticRegression,23,log_Grocery,0.9173163037383532,1.0547658120870471,0.9173163037383532,0.6590026752781761,0.016079781785658748
LogisticRegression,23,log_Frozen,0.38964875051849845,-1.6099120528232493,0.38964875051849845,0.20447797910987936,0.17901617864681868
LogisticRegression,23,log_Detergents_Paper,1.7788258171389972,1.1990656743186967,1.7788258171389972,1.0837102343622873,-0.09054846453069985
LogisticRegression,23,log_Delicassen,-0.37364271610609745,-2.182569690512804,0.37364271610609745,0.12095191443228182,-0.15441954234964378
LogisticRegression,23,Region_2,-0.08072683455263313,-0.34582202838753073,0.08072683455263313,0.13276562046259496,0.011060075392576751
LogisticRegression,23,Region_3,0.10118067870446866,0.6264224319827152,0.10118067870446866,0.13838905732482165,0.0667794780307237
LogisticRegression,24,log_Fresh,-0.004741270647232991,1.1960111879376896,0.004741270647232991,0.0026520304743115177,-0.016322821274254162
LogisticRegression,24,log_Milk,1.3500682296996966,2.2544024878667877,1.3500682296996966,0.4417338383535025,0.0078082350583229265
LogisticRegression,24,log_Grocery,2.015168725969826,2.2996323771146283,2.015168725969826,0.6590026752781761,0.1637722087828365
LogisticRegression,24,log_Frozen,-0.1604772599423593,0.6129344423093692,0.1604772599423593,0.20447797910987936,-0.04286792162354161
LogisticRegression,24,log_Detergents_Paper,2.8765541211303116,1.9915441733634898,2.8765541211303116,1.0837102343622873,0.1368159268715346
LogisticRegression,24,log_Delicassen,0.1072790366054889,0.7263256530587784,0.1072790366054889,0.12095191443228182,-0.10183026616289569
LogisticRegression,24,Region_2,-0.08072683455263313,-0.34582202838753073,0.08072683455263313,0.13276562046259496,0.10600716460018889
LogisticRegression,24,Region_3,0.10118067870446866,0.6264224319827152,0.10118067870446866,0.13838905732482165,-0.060234742647563094
LogisticRegression,25,log_Fresh,0.0013642998414359938,-0.44509116004324495,0.0013642998414359938,0.0026520304743115177,0.02745066542394131
LogisticRegression,25,log_Milk,0.02093517392276392,-0.019875712371225353,0.02093517392276392,0.4417338383535025,0.0735615228918407
LogisticRegression,25,log_Grocery,-0.7206408691154984,-0.8025312873613053,0.7206408691154984,0.6590026752781761,-0.015677576988894465
LogisticRegression,25,log_Frozen,0.31161988265040164,-1.294627568611234,0.31161988265040164,0.20447797910987936,-0.1869295114558737
LogisticRegression,25,log_Detergents_Paper,-1.9568835654347247,-1.4978397016339648,1.9568835654347247,1.0837102343622873,0.13208392694436816
LogisticRegression,25,log_Delicassen,0.03139347860437311,0.2673255245157079,0.03139347860437311,0.12095191443228182,-0.18958230242881982
LogisticRegression,25,Region_2,-0.08072683455263313,-0.34582202838753073,0.08072683455263313,0.13276562046259496,0.030759622604368042
LogisticRegression,25,Region_3,0.10118067870446866,0.6264224319827152,0.10118067870446866,0.13838905732482165,-0.07071557643054369
LogisticRegression,26,log_Fresh,0.0032404267955065567,-0.9493710394008779,0.0032404267955065567,0.0026520304743115177,-0.02019112108009158
LogisticRegression,26,log_Milk,0.09082419473752847,0.09971131902804166,0.09082419473752847,0.4417338383535025,0.045500956889055366
LogisticRegression,26,log_Grocery,0.1698957474594655,0.20725767557930821,0.1698957474594655,0.6590026752781761,-0.08933910411290458
LogisticRegression,26,log_Frozen,-0.05231228824541579,0.17588161502848745,0.05231228824541579,0.20447797910987936,-0.13269092305645308
LogisticRegression,26,log_Detergents_Paper,1.200397005081278,0.7814829308319343,1.200397005081278,1.0837102343622873,-0.09996278203347031
LogisticRegression,26,log_Delicassen,-0.009959468051233988,0.017198776679455467,0.009959468051233988,0.12095191443228182,0.025705411645844223
LogisticRegression,26,Region_2,-0.08072683455263313,-0.34582202838753073,0.08072683455263313,0.13276562046259496,-0.18233654961136697
LogisticRegression,26,Region_3,-0.22520860743897858,-1.5963668427946611,0.22520860743897858,0.13838905732482165,0.013360114581890237
LogisticRegression,27,log_Fresh,-0.001895884698045633,0.43120639683924145,0.001895884698045633,0.0026520304743115177,-0.1317746925427683
LogisticRegression,27,log_Milk,-0.2089631440195219,-0.41325448697547257,0.2089631440195219,0.4417338383535025,-0.16042902601393494
