CustomerID,Channel,Region,Fresh,Milk,Grocery,Frozen,Detergents_Paper,Delicassen,ClusterID,PC1,PC2,PC3
91,1,3,11405,596,1638,3347,69,360,4,-2.4856857273141295,0.19637313634890777,-0.1780634778011255
92,1,3,12754,2762,2530,8693,627,1117,2,-0.7079216240455144,1.2398160330760373,-0.02037763858708476
93,2,3,9198,27472,32034,3232,18906,5130,1,3.2333110817370176,1.406147979778763,0.13517265978210935
94,1,3,11314,3090,2062,35009,71,2698,2,-1.4504310129591744,2.2994207151154424,0.7739781173560418
95,2,3,5626,12220,11323,206,5038,244,3,1.6911485219569669,-1.3442410377109086,-0.9799951381531826
96,1,3,3,2920,6252,440,223,709,3,0.2769161446015873,-3.5169127978163597,3.294293898315893
97,2,3,23,2616,8118,145,3874,217,3,1.0701190764288266,-3.923316585764201,1.511987171028051
98,1,3,403,254,610,774,54,63,4,-3.3888659858173216,-2.6191963911131952,0.5331154050013004
99,1,3,503,112,778,895,56,132,4,-3.57132912326272,-2.2664856672966236,0.8676355734987156
100,1,3,9658,2182,1909,5639,215,323,2,-1.4543508415727564,0.43755409556948555,-0.41355993964274673
101,2,3,11594,7779,12144,3252,8035,3029,1,1.719627471295082,1.171172771016761,0.04082060888077609
102,2,3,1420,10810,16267,1593,6766,1838,1,2.124330833067575,-0.1596955808390741,0.6485346464969357
103,2,3,2932,6459,7677,2561,4573,1386,1,1.2029975800626997,0.19117350823370433,0.3377312599337784
104,1,3,56082,3504,8906,18028,1480,2498,2,0.28469000454942606,2.48796457253756,-0.4928010570429493
105,1,3,14100,2132,3445,1336,1491,548,0,-0.32361262662654533,0.056779361944995776,-0.5532588526425526
106,1,3,15587,1014,3970,910,139,1378,2,-1.1998229116739243,0.30401269743160275,0.23711196624129996
107,2,3,1454,6337,10704,133,6830,1831,3,1.908032613504807,-1.3562756713439859,0.7626350207264126
108,2,3,8797,10646,14886,2471,8969,1438,1,1.943282133473203,0.6614344968061332,-0.31156964011996674
109,2,3,1531,8397,6981,247,2505,1236,3,1.3709235280726686,-1.1345931297117886,0.6586212475912527
110,2,3,1406,16729,28986,673,836,3,3,1.04320496851592,-2.936762835932479,-2.6328872505751955
111,1,3,11818,1648,1694,2276,169,1647,2,-1.3808547570062801,0.743911382825155,0.4890579099396459
112,2,3,12579,11114,17569,805,6457,1519,1,2.048405838600744,0.32946334638633923,-0.40239179141171505
113,1,3,19046,2770,2469,8853,483,2708,2,-0.6868512146193554,1.7835896371607203,0.33523395469898537
114,1,3,14438,2295,1733,3220,585,1561,2,-0.8643728712488852,0.9514695538720992,0.19611200128281525
115,1,3,18044,1080,2000,2555,118,1266,2,-1.7090096912686357,0.8213379739955825,0.20572382421088414
116,1,3,11134,793,2988,2715,276,610,2,-1.4780008292563036,0.2810913193876198,-0.1207763705981643
117,1,3,11173,2521,3355,1517,310,222,0,-0.9052244230310537,-0.2618922873515908,-0.7853416832388896
118,1,3,6990,3880,5380,1647,319,1160,2,-0.13792334061979722,0.31350323163003574,0.25515701287337
119,1,3,20049,1891,2362,5343,411,933,2,-1.079292843409045,1.0949041871713003,-0.2269685706734578
120,1,3,8258,2344,2147,3896,266,635,2,-1.1266331871244066,0.480341113256786,-0.0040272575873098885
121,1,3,17160,1200,3412,2417,174,1136,2,-1.2653107581836596,0.7253925038095231,0.05130864401184265
122,1,3,4020,3234,1498,2395,264,255,0,-1.1996117720961927,-0.3643615138504759,-0.17184073049532136
123,1,3,12212,201,245,1991,25,860,4,-4.130430782793031,0.2586015610089462,0.7066096609268154
124,2,3,11170,10769,8814,2194,1976,143,1,0.8053769475989168,-0.1744414002793344,-1.4682175247914084
125,1,3,36050,1642,2961,4787,500,1621,2,-0.9094487019129207,1.4797746460099843,-0.21080460923623956
126,1,3,76237,3473,7102,16538,778,918,2,-0.2221417824087685,2.188122334110539,-1.0843277609658377
127,1,3,19219,1840,1658,8195,349,483,2,-1.4797962811910723,1.0105517417569772,-0.5216439842017516
128,2,3,21465,7243,10685,880,2386,2749,1,1.3069178918289701,0.819472490532239,-0.09813245392697421
129,1,3,140,8847,3823,142,1062,3,3,0.08945194567651267,-4.653280666588693,-1.3468760713290235
130,1,3,42312,926,1510,1718,410,1819,2,-1.4893435296503221,1.0607654855480138,-0.055859128126798
131,1,3,7149,2428,699,6316,395,911,2,-1.5408376574484268,0.786485736405269,0.3394955237588633
132,1,3,2101,589,314,346,70,310,4,-2.995361328464714,-1.5820685716637586,0.7092119637179106
133,1,3,14903,2032,2479,576,955,328,0,-0.6590177836442155,-0.50375563004133,-0.7564141670888257
134,1,3,9434,1042,1235,436,256,396,0,-1.682542183137586,-0.7625538281346512,-0.16451791953326791
135,1,3,7388,1882,2174,720,47,537,0,-1.6218784598350884,-0.3661225778161338,0.1922978321330597
136,1,3,6300,1289,2591,1170,199,326,0,-1.384866620351596,-0.5176021645243701,-0.18817854445661544
137,1,3,4625,8579,7030,4575,2447,1542,1,1.0212625627586907,0.7465101513741328,0.25389571158820246
138,1,3,3087,8080,8282,661,721,36,0,0.29992809535048615,-1.793837286762961,-1.507401936805609
139,1,3,13537,4257,5034,155,249,3271,0,0.17333082048486742,-0.05987416859692193,0.6191388487923998
140,1,3,5387,4979,3343,825,637,929,0,0.021249304162123603,-0.19575233993331845,0.21480114844822557
141,1,3,17623,4280,7305,2279,960,2616,2,0.45702979371649693,1.1328053428630105,0.1320063679136507
142,1,3,30379,13252,5189,321,51,1450,2,-0.01783368322200112,0.4700925206409536,-0.09931709803273406
143,1,3,37036,7152,8253,2995,20,3,0,-1.6136638180208744,-0.8805198735402147,-3.4420340998691037
144,1,3,10405,1596,1096,8425,399,318,2,-1.7492754188153647,0.5848480487251512,-0.445456114838129
145,1,3,18827,3677,1988,118,516,201,0,-0.600585244519923,-1.23739282841849,-1.0482857909624155
146,2,3,22039,8384,34792,42,12591,4430,1,2.9268208030806626,-0.42235568936457374,-0.13769217104436524
147,1,3,7769,1936,2177,926,73,520,0,-1.5033758070462053,-0.25780428873394234,0.0955335681975261
148,1,3,9203,3373,2707,1286,1082,526,0,-0.29269025845679947,-0.07799678249829578,-0.35477417975117714
149,1,3,5924,584,542,4052,283,434,4,-2.5556145027758026,0.04277328744321972,0.17912785174260268
150,1,3,31812,1433,1651,800,113,1440,2,-1.5738224569977277,0.6050912845396601,0.05911328907009457
151,1,3,16225,1825,1765,853,170,1067,2,-1.2956744147977315,0.2537793614268348,0.11097868268080986
152,1,3,1289,3328,2022,531,255,1774,0,-0.4772002747971006,-0.716970104850105,1.4022316692767667
153,1,3,18840,1371,3135,3001,352,184,0,-1.3470217871074412,0.10568370307863413,-1.0941927307224193
154,1,3,3463,9250,2368,779,302,1627,0,0.04560394768880497,-0.06114439137960617,0.8088751485217643
155,1,3,622,55,137,75,7,8,4,-5.644452037992015,-4.418146790651514,-0.21201255700020372
156,2,3,1989,10690,19460,233,11577,2153,3,2.5929070915481915,-0.8678516495645798,0.5389683462857828
157,2,3,3830,5291,14855,317,6694,3182,1,1.908814126076829,-0.3656698431608374,0.6125550865416438
158,1,3,17773,1366,2474,3378,811,418,2,-1.074976486187507,0.43821672436238857,-0.6800433225865254
159,2,3,2861,6570,9618,930,4004,1682,1,1.4276091217788685,-0.19917855603876142,0.46113366509946424
160,2,3,355,7704,14682,398,8077,303,3,1.9081800019102222,-2.140591999060637,0.27737421941630974
161,2,3,1725,3651,12822,824,4424,2157,1,1.4031308329024688,-0.4341038224252925,0.8169056198584675
162,1,3,12434,540,283,1092,3,2233,4,-3.943556036175314,0.5785637942680523,1.3787338332414247
163,1,3,15177,2024,3810,2665,232,610,2,-0.9585234957218648,0.5182194544501731,-0.32816613047956533
164,2,3,5531,15726,26870,2367,13726,446,1,2.424328685988737,0.003055503774929205,-0.913080295119497
165,2,3,5224,7603,8584,2540,3674,238,1,0.9395492149482665,-0.27307583655054324,-0.9006205741542205
166,2,3,15615,12653,19858,4425,7108,2379,1,2.083038407448701,1.3960676056891388,-0.3074965677332024
167,2,3,4822,6721,9170,993,4973,3637,1,1.567815619388794,0.350888923888377,0.6448592191715588
168,1,3,2926,3195,3268,405,1680,693,0,0.17078693793207156,-0.9828421472034863,0.24751158785685504
169,1,3,5809,735,803,1393,79,429,4,-2.5323392696406293,-0.3826561686867579,0.2840605462743501
170,1,3,5414,717,2155,2399,69,750,4,-2.0410577126318805,0.06534081920357393,0.5179076579476447
171,2,3,260,8675,13430,1116,7015,323,3,1.7984244335912924,-1.7441231803779185,0.45037829741262086
172,2,3,200,25862,19816,651,8773,6250,3,3.187350941675165,-0.7601388520982586,2.088839118624386
173,1,3,955,5479,6536,333,2840,707,3,1.0721337623520313,-1.4732366760801863,0.5678262275408207
174,2,3,514,7677,19805,937,9836,716,3,2.147856321518832,-1.2567611113436437,0.5259171739330307
175,1,3,286,1208,5241,2515,153,1442,0,-0.7539443433231835,-0.7987853946744706,1.9286669407640706
176,2,3,2343,7845,11874,52,4196,1697,3,1.9647173554198192,-1.5770702133292338,0.5575767581519492
177,1,3,45640,6958,6536,7368,1532,230,2,0.19717312214773208,1.1011876392608144,-1.7400598452169207
178,1,3,12759,7330,4533,1752,20,2631,2,-0.6988178603850669,1.1115751608601787,0.7475420172453716
179,1,3,11002,7075,4945,1152,120,395,0,-0.36566234220903815,0.0048903458776917395,-0.4580404881384782
180,1,3,3157,4888,2500,4477,273,2165,2,-0.41357642980315124,0.7491179921232994,1.0294377897777809
181,1,3,12356,6036,8887,402,1382,2794,1,1.0710157652913246,0.2450795298094584,0.262699648198896
182,1,3,112151,29627,18148,16745,4948,8550,1,2.274984102435908,3.4460517005117213,-0.4741206339004287
183,1,3,694,8533,10518,443,6907,156,3,1.5683165622840862,-2.072684096784329,-0.33561151550835966
184,1,3,36847,43950,20170,36534,239,47943,1,1.8333966815061116,4.23854681566951,1.2803879452212679
185,1,3,327,918,4710,74,334,11,0,-1.1220612285046463,-4.392765176629825,-0.8220642114375574
186,1,3,8170,6448,1139,2181,58,247,0,-1.5243075210593136,0.013162474722549751,-0.3355061880160554
187,1,3,3009,521,854,3470,949,727,4,-1.8391378338241804,-0.15609633476476384,0.5780814198739777
188,1,3,2438,8002,9819,6269,3459,3,0,0.2935891434071057,-1.8324249161693154,-2.8948325537357142
189,2,3,8040,7639,11687,2758,6839,404,1,1.34883082632255,0.12759568042380726,-0.9032687814057564
190,2,3,834,11577,11522,275,4027,1856,3,2.042556230277207,-1.1453630933401073,1.0118581790455525
191,1,3,16936,6250,1981,7332,118,64,0,-1.434029703998135,0.27951437787947647,-1.5716356764565538
192,1,3,13624,295,1381,890,43,84,4,-3.185821719481081,-1.0012380506153191,-0.9236526961045182
193,1,3,5509,1461,2251,547,187,409,0,-1.285378318549032,-0.8098065194549809,0.025469551475153247
194,2,3,180,3485,20292,959,5618,666,3,1.6434848049256958,-1.7700998551654465,1.0565721612260326
195,1,3,7107,1012,2974,806,355,1142,0,-1.0103189758252555,-0.1818485967316736,0.4013019335893981
196,1,3,17023,5139,5230,7888,330,1755,2,-0.1641819890617811,1.595472445535593,0.054545207836673236
197,1,1,30624,7209,4897,18711,763,2876,2,0.18854948905177302,2.439066382141925,-0.05089180977718921
198,2,1,2427,7097,10391,1127,4314,1468,1,1.4987405737642328,-0.22662287519183474,0.42988249008177526
199,1,1,11686,2154,6824,3527,592,697,2,-0.31545464724658473,0.5627070117148687,-0.327574888921685
200,1,1,9670,2280,2112,520,402,347,0,-0.9108749811957935,-0.6507449597373373,-0.42255305055494463
201,2,1,3067,13240,23127,3941,9959,731,1,2.226416239854786,0.19603113472585987,-0.3204436184897803
202,2,1,4484,14399,24708,3549,14235,1681,1,2.539921471910662,0.6367340435242544,-0.07193379559634375
203,1,1,25203,11487,9490,5065,284,6854,2,0.7438719678215514,2.2098079965709045,0.5474259513808336
204,1,1,583,685,2216,469,954,18,0,-1.4818779856520385,-3.2026929402383395,-0.8573046902094958
205,1,1,1956,891,5226,1383,5,1328,4,-2.0415038669833723,-0.23916198460923807,1.4567871931140612
206,2,1,1107,11711,23596,955,9265,710,3,2.3725367303918725,-0.8899767925630514,0.14445905555712168
207,1,1,6373,780,950,878,288,285,4,-2.026550117678184,-0.7718912470346813,-0.15209857805124197
208,2,1,2541,4737,6089,2946,5316,120,0,0.5669482708799295,-0.8452848513274182,-0.9415167201842083
209,1,1,1537,3748,5838,1859,3381,806,0,0.6821892536444321,-0.4909081710496175,0.4250425943522704
210,2,1,5550,12729,16767,864,12420,797,1,2.247526954357722,-0.2412150162882304,-0.4895127753902839
211,1,1,18567,1895,1393,1801,244,2100,2,-1.2603770884378946,0.9203241743612283,0.4039667771757377
212,2,1,12119,28326,39694,4736,19410,2870,1,3.2102789003245795,1.4563839313991211,-0.3483985381749667
213,1,1,7291,1012,2062,1291,240,1775,2,-1.3039463163301934,0.24399755713388188,0.7195895836866332
214,1,1,3317,6602,6861,1329,3961,1215,1,1.149787752896865,-0.10595929851247342,0.2497219165352248
215,2,1,2362,6551,11364,913,5957,791,1,1.530725733572428,-0.6114651096837677,0.05504006351570897
216,1,1,2806,10765,15538,1374,5828,2388,1,2.0610797974235338,0.15903133249296042,0.5248426468547821
217,2,1,2532,16599,36486,179,13308,674,3,3.000857121482485,-1.3224330005960754,-0.3355677878093902
218,1,1,18044,1475,2046,2532,130,1158,2,-1.5236582448054343,0.814886285061436,0.12060573313744635
219,2,1,18,7504,15205,1285,4797,6372,3,2.333816229715856,-1.5132973506085405,3.3022313494279953
220,1,1,4155,367,1390,2306,86,130,4,-2.798874170770301,-0.8643432011967438,-0.27465647047173863
221,1,1,14755,899,1382,1765,56,749,4,-2.261339504183437,0.36502987395067615,0.14767914944042576
222,1,1,5396,7503,10646,91,4167,239,3,1.4400869328794172,-1.7948553521895785,-0.8971500625597845
223,1,1,5041,1115,2856,7496,256,375,2,-1.4875294415925833,0.27651454898837463,-0.0744788789490726
224,2,1,2790,2527,5265,5612,788,1360,2,-0.11323815853941771,0.4840396025234127,0.6503719190544697
225,1,1,7274,659,1499,784,70,659,4,-2.1877616876745227,-0.39278990146413645,0.3829065422288209
226,1,1,12680,3243,4157,660,761,786,0,-0.08972124574805829,-0.08414045216458699,-0.2656712454997444
227,2,1,20782,5921,9212,1759,2568,1553,1,0.9861032030065362,0.8640731444358144,-0.39326024254324665
228,1,1,4042,2204,1563,2286,263,689,0,-1.2024143529707296,-0.02427583357347298,0.4052098743337992
229,1,1,1869,577,572,950,4762,203,0,-1.5116076534103706,-1.517679482123217,-0.055412286579968786
230,1,1,8656,2746,2501,6845,694,980,2,-0.6522670797252444,0.9155222104950692,0.06878841421926493
231,2,1,11072,5989,5615,8321,955,2137,2,0.349011605090249,1.5024274699574935,0.208629955870629
232,1,1,2344,10678,3828,1439,1566,490,0,0.6577580831016858,-0.4800460112029779,0.03557012875635455
233,1,1,25962,1780,3838,638,284,834,0,-0.7870895655870547,0.17989712832833452,-0.37841869946049794
234,1,1,964,4984,3316,937,409,7,0,-0.8046251741068907,-2.7600847837331135,-1.6583494311513498
235,1,1,15603,2703,3833,4260,325,2563,2,-0.516338250368219,1.3551259389597392,0.3982704943556215
236,1,1,1838,6380,2824,1218,1216,295,0,0.11237611406329556,-0.9133586647175947,-0.03904648594939619
237,1,1,8635,820,3047,2312,415,225,0,-1.449523812025497,-0.3157311040272565,-0.618488443561653
238,1,1,18692,3838,593,4634,28,1215,2,-2.2261251547968435,1.3137169886208375,0.38180280751514184
239,1,1,7363,475,585,1112,72,216,4,-3.04984511612085,-0.7197651716142313,-0.12129884072108776
240,1,1,47493,2567,3779,5243,828,2253,2,-0.37209075248019413,1.800242946451242,-0.26603051417448426
241,1,1,22096,3575,7041,11422,343,2564,2,-0.17670513692032747,1.9783675766108653,0.13234060487747892
242,1,1,24929,1801,2475,2216,412,1047,2,-0.9806919073996748,0.8180828034504697,-0.245118755373311
243,1,1,18226,659,2914,3752,586,578,2,-1.4206661783804084,0.5522686468185014,-0.443052983643714
244,1,1,11210,3576,5119,561,1682,2398,1,0.5332703699634499,0.2267633278073689,0.29272333455419275
245,1,1,6202,7775,10817,1183,3143,1970,1,1.4395158848012004,0.3173591083517029,0.2118333554414895
246,2,1,3062,6154,13916,230,8933,2784,3,2.0724337729999514,-0.6506145724070663,0.6040141147153324
247,1,1,8885,2428,1777,1777,430,610,0,-0.9792177795535567,0.11730818826751609,-0.08109532799750946
248,1,1,13569,346,489,2077,44,659,4,-3.38322688678338,0.25169369081700654,0.32688291109160506
249,1,1,15671,5279,2406,559,562,572,0,-0.2739225929110818,-0.13017811081555739,-0.46567232723589164
250,1,1,8040,3795,2070,6340,918,291,2,-0.6845243830960563,0.382838111866518,-0.610771253720477
251,1,1,3191,1993,1799,1730,234,710,0,-1.1662275415953094,-0.24355041410195655,0.5331445319781988
252,2,1,6134,23133,33586,6746,18594,5121,1,3.115423612108136,1.5607699831312625,0.3063781067018417
253,1,1,6623,1860,4740,7683,205,1693,2,-0.8136732569308839,1.0843298081727717,0.5822895164276504
254,1,1,29526,7961,16966,432,363,1391,1,0.9266072585981124,0.4284657031028346,-0.4500149620126299
255,1,1,10379,17972,4748,4686,1547,3265,1,1.1069523133687145,1.5019380068704593,0.37321354963103937
256,1,1,31614,489,1495,3242,111,615,4,-2.4612933445172933,0.7672154660743932,-0.35161563806176965
257,1,1,11092,5008,5249,453,392,373,0,-0.03834454172038958,-0.5362810786644128,-0.5995396032707233
258,1,1,8475,1931,1883,5004,3593,987,2,-0.4088387659377719,0.6556550450356871,-0.04675502706433212
259,1,1,56083,4563,2124,6422,730,3321,2,-0.3895729978181869,2.198533781152203,-0.07917898405885726
260,1,1,53205,4959,7336,3012,967,818,2,0.23355993451007748,1.2466765368543542,-1.0178652592792086
261,1,1,9193,4885,2157,327,780,548,0,-0.17482426176423804,-0.6310123609985117,-0.2685056353543755
262,1,1,7858,1110,1094,6818,49,287,4,-2.577146247060142,0.3742086628311017,-0.10922200126432502
263,1,1,23257,1372,1677,982,429,655,0,-1.2897077891728428,0.1903176203845175,-0.40413900312345596
264,1,1,2153,1115,6684,4324,2894,411,0,-0.13369954494780353,-0.38600914580781565,-0.02877512608588622
265,2,1,1073,9679,15445,61,5980,1265,3,2.310120055702228,-1.9290744318792032,0.6425189877790664
